,Email Text,Email Type
1347,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
1348,Important: Update your email account settings to avoid service interruption.,Phishing Email
1349,"Dear Morgan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1350,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1351,"Hi Alex, please find the attached report for this month's performance review.",Safe Email
1352,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1353,"Dear Chris, thank you for your purchase. Your order will be shipped soon.",Safe Email
1354,Important: Update your email account settings to avoid service interruption.,Phishing Email
1355,"Hi Alex, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1356,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1357,"Dear Drew, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1358,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1359,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1360,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1361,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1362,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1363,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
1364,"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1365,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1366,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1367,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
1368,"Hi Alex, please find the attached report for this month's performance review.",Safe Email
1369,"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1370,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1371,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1372,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1373,"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1374,"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1375,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1376,Important: Update your email account settings to avoid service interruption.,Phishing Email
1377,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1378,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1379,"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1380,"Hi John, please find the attached report for this month's performance review.",Safe Email
1381,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1382,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
1383,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1384,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1385,You have a new secure message from your bank. Click here to read it.,Phishing Email
1386,You have a new secure message from your bank. Click here to read it.,Phishing Email
1387,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
1388,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1389,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1390,"Dear Morgan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1391,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1392,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1393,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
1394,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1395,"Dear Taylor, thank you for your purchase. Your order will be shipped soon.",Safe Email
1396,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
1397,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1398,"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1399,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1400,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
1401,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1402,You have a new secure message from your bank. Click here to read it.,Phishing Email
1403,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1404,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1405,"Hello Jordan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1406,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1407,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1408,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1409,"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
